date,/g/11bytn80mf,/m/01j6t0,/m/0ddwt,/m/029ggh,/m/0j5fv,/m/02656gy,/m/06gx48m,/m/0dl9s3k,/m/013677,/m/02bft,/m/0cnmb,/m/0k_9,/m/0m7pl,/m/01cdt5,/m/033mg5,/g/11qm6vy88k,/m/03l19k,/m/079p0q,/m/02np4v,/m/05sfr2,/m/03x69g,/m/04c_jpd
2021-10-30,108.17547366904653,86.67952382033333,85.10848076231525,86.71084568772801,85.45615018450158,85.63339754912025,73.35337125873207,85.4740633058694,83.79762564180413,84.9268332244269,65.8437980740206,77.36577909899883,270.5357438440323,77.22854460729253,88.16542729453631,1425.2350444250803,50.71633835347791,68.15501906737757,87.7736425537023,156.75772945209206,70.94887456324354,49.3774066615331
2021-10-31,169.5254847467481,89.81481669363819,86.05423200961108,82.86048218816515,83.53410270576846,94.68453290578088,88.16086173706942,89.8971019368219,86.70191130499691,91.37947036317966,67.69636792374716,82.44979993556979,237.91865420009572,78.1454260539986,86.18626782149127,1466.3672425272798,125.96892347172152,65.50590341447977,90.10989110144799,171.20794063590137,76.41916010640418,59.96888335020581
2021-11-01,190.07526812195331,91.90621239548442,85.08581944133763,88.60880929640052,88.32736763147481,91.54803604647655,102.5213997843584,99.88636064216733,83.78917264382363,99.98779224128349,75.09414433075212,90.57331812579761,247.69413424049088,85.58457833288439,90.14982338751597,1796.4560670074723,51.99154682364516,79.64954054870844,99.01620911778973,195.99321977195564,103.75940624537137,56.451897393957125
2021-11-02,75.65115758881957,96.04946369142567,86.98376290442602,86.69445632673715,92.17315674621278,132.67430206012028,78.9185597528242,92.91110536797991,82.80150915840154,94.62613876110343,88.81352124117048,91.57035455470889,231.38043069937004,86.52545248582524,89.16981092293733,1713.707994200214,71.05039325968731,77.00026860093105,95.02585741628735,145.8199714531497,106.49973352076059,59.9771942356292
2021-11-03,126.70642509121778,87.6908167543656,86.05085630825027,85.71020447910311,88.34303897508477,112.77214950528972,85.05314100944982,81.90303349545297,88.61774629570583,91.41679169191856,86.97697656326122,96.67105257753559,251.06484176044353,83.81697882173981,87.19878865199334,1734.7077043364616,56.007953977031576,70.78450294620758,90.08785440241027,217.67385550865163,109.24942859652322,62.813698995630574
2021-11-04,155.2153054166365,87.47544629839184,87.00221783380339,80.20973445763852,88.3428198396825,95.49799597791642,90.16096883303746,87.8980777155605,83.75311803923047,103.26767613982209,81.41699845856652,99.73532708495203,267.3646132074205,82.91799600742678,89.18707864488167,1792.905271966933,95.10154044623361,73.43915703957154,92.07808306796738,180.6527145027417,103.80240552712806,59.284652223808166
2021-11-05,124.4943767056265,89.4376353295992,86.2209551243812,84.66649744788684,88.98983450468086,98.16297718667437,70.68658442643851,82.89737506110727,79.84438271902252,104.35083773626238,82.31451459093569,88.55681398518664,231.7518826150103,80.18373663162231,86.22837064444353,1671.9028642786604,731.2181601066051,66.34034000351416,88.12714684123344,156.72266100142585,103.81462345995405,52.21755957005404
2021-11-06,201.900041292228,84.56515709430955,81.30063067945262,82.00668621490077,87.5012112398981,87.56370532318506,64.54251252139068,80.91371442076223,84.74803334168493,87.1159268406089,72.14002999205964,75.90085274815256,267.7078934014387,79.27012099792891,83.25190754198874,1470.5284380761525,358.14798001404864,69.00703583401038,84.15845399140912,195.91020501699595,76.50110394897082,47.29053853476395
2021-11-07,146.94093825204078,75.79981175586501,83.19041056134532,85.57845114208584,94.19447713339866,96.88966520910623,91.21880963517222,90.91266971439461,83.76397137129915,100.03777753876034,66.58342236516444,91.6275568361391,261.0625682352177,78.35338130042855,90.18866604161678,1566.48532859271,138.8039802489024,72.49060978551674,92.07003262682734,200.2556639204587,81.96128414943924,61.39936879302486
2021-11-08,126.6445096679212,92.33349110531317,90.85574550786389,82.9043682759337,95.0362413374216,94.25117925918401,77.9311338378022,94.91001108700327,90.61000518672927,100.0338838687139,87.85696446818274,99.80509078277649,254.5407142929911,84.7359283523308,91.16639726503708,2089.061723463766,204.39783219968047,89.50337915389127,95.05948614734382,193.74715462786108,104.7722748955516,58.55878447528314
2021-11-09,159.41807331493948,94.73142627822757,87.01381799616692,79.35398728940753,91.24532018051944,118.14208256057188,89.21751701805643,95.88436808687794,89.63344877009386,96.63487598164765,81.18221363350628,97.00786965166844,264.2400863766787,85.65760548090215,90.80213119351235,2025.9950342189236,131.11676084598125,76.982013186354,98.01741101430214,191.6405682360478,121.37224756107804,57.8619786236166
2021-11-10,140.90751955588968,97.67335764009538,88.91401033029595,85.59564970493119,93.16917513689164,92.93702273397797,84.1316465437915,90.88749752993859,82.82876240961481,100.95724948351958,96.65888434116276,102.12486184156968,267.5056228061993,85.66000405152884,104.3626586316136,1942.130091538749,180.96920869362364,83.22199639635775,94.07225366222099,182.94095126905393,110.64870392184974,64.21373851709853
2021-11-11,136.86007958237593,84.59771530770716,83.19352696323854,79.35187393825828,87.45273248077606,103.52394410231285,72.8405078960185,83.86953210779095,88.65624912921619,91.27596532054581,76.36372116474276,88.82513645095962,280.5788699226662,82.94188954563992,88.70570701584722,1796.1897174558765,86.56352815275115,78.76207362531356,84.1509899390846,185.05922878298443,115.4672987708201,66.32155746307942
2021-11-12,175.7831002067492,78.09134988777166,87.03903231350844,75.766104271709,81.77060151208846,84.94236481309044,76.96303189406395,82.86671665719187,85.74612127104872,95.55525377446602,72.50413839939844,89.91868799453117,280.4705599905407,76.57338910171639,89.74015901878043,1817.4690876459147,100.34221227500505,79.64007457823953,87.13554301006172,179.8881851026812,93.5871012699641,51.491666172157046
2021-11-13,149.0513695771914,84.91757819176362,82.27334100835894,78.24942873106336,87.50163058076627,88.93246998490926,75.93708892690994,94.87012868479636,82.82693668472157,101.991153198821,72.51639255795465,79.70791364435868,290.27327073362864,81.1193659347866,89.72153460309481,1524.6588515131068,87.84247788835401,64.4396283547325,88.12093279669698,222.14224301107888,77.80280283335212,55.02168451309112
2021-11-14,101.50707304670082,88.80974102880347,86.08621714638672,91.2711707452763,92.2838938511002,96.87086200079362,100.5430480747697,91.84477429814025,82.82888146365717,92.36325946522938,76.38527183811954,84.82618681971097,270.6388415311302,79.2959665562536,94.9271005683706,1733.2816411055503,96.31364193128715,78.76837947971721,93.06857607491644,199.4077779198871,85.06347036078749,49.36727574863059
2021-11-15,111.89868066120066,89.78364468272278,88.94400746832113,94.08630459749203,89.42067279535675,123.3746151557801,99.50189658048869,87.84335160540024,91.60407738506238,100.9541782443973,86.05926596681029,96.0771462563612,322.92459907395363,83.91843343035809,93.87051912349843,1858.0854681031128,54.655197499888025,78.79260688814244,92.03641018641477,224.06877470066985,105.73387529992675,59.933003789172304
2021-11-16,161.56773079958748,87.81123065762803,89.92184749481218,88.44060969739179,90.35620236852812,108.76263652732986,97.43894915654272,90.85224302499412,77.93885061283885,98.80035989822602,92.8391366717762,98.334461190531,283.79881994435266,92.19845343898248,85.50619817016019,2045.3421129722778,274.56709094809537,85.97178324402765,92.03334474926282,201.69911307271303,111.77045298719754,54.297675275328864
2021-11-17,134.68895035457146,90.7489014666135,82.2656244278763,78.091573784047,89.42157541915931,114.0435776408812,80.00245267425362,90.85566844856658,79.88331617289643,96.06539812589685,90.88271741261178,94.10273991120327,319.797449750048,88.5332817007214,95.96383516688219,2025.6176702951147,266.8936751224014,73.4484148980516,95.00050195757294,190.54193573942192,114.18134938551833,63.44490083886419
2021-11-18,138.89724718930322,90.75330313672403,83.22285737431807,83.73249798310886,86.59161163275714,103.42918731723165,93.33397235865067,91.86021160450777,81.83037023131203,86.5796918127214,77.35341673793167,89.99720724809363,251.24869422151528,84.81398742151718,87.61325042674841,2154.35399916834,105.02348066251922,73.44645257990577,94.00983382426517,192.74726481213656,112.93534288215176,59.224713178194115
2021-11-19,122.39433727040365,81.95340898591014,81.30615130774622,76.2029765616116,86.6121407570646,98.11490177222169,93.29892365413875,80.88997434820449,75.00222750977461,83.39516325173865,71.5316977442856,92.05205082801899,261.08890621564433,80.20513127279,84.4653284471768,2046.0629381407596,132.62013066075625,64.49378242330025,94.99997179304214,215.12367383698205,100.78626573768963,81.22201653126983
2021-11-20,118.2983612220485,85.86138175256824,77.46602996814448,80.9066068527871,78.9904848853591,91.48382182549756,77.93600373974117,85.88844666870784,78.88957291495471,82.35325311181387,74.40991854715068,81.82975162838916,293.75090948385053,76.52069114937856,88.62129137793715,1851.5516350568464,76.36636916616843,67.18075571893456,90.05328538363146,220.50365402733692,74.04906304115998,62.545188600916674
2021-11-21,162.07425472161054,91.73101715210831,86.55229792843367,79.96287789927109,91.38413308983799,103.42239725592755,87.14113829917653,86.87728391701212,82.81268538071481,100.28339311778842,66.67416843619468,81.86974937393157,323.959594335052,81.13527583075384,88.64009014831296,2153.1136895302902,34.604620204455685,75.24376169329267,90.05211807496045,239.78601418525116,75.26387676507022,57.67052567876032
2021-11-22,128.92871493573642,83.89986434002024,97.24927184799745,81.84516398014308,87.56650918332407,106.075623752691,86.09861962578552,81.90570056940311,83.78210724616109,99.20521703337967,81.17993001603075,94.16784004362295,298.13203894110774,89.4382194325778,89.69534539165679,1959.0618504720765,96.6440211386942,77.03673591008192,97.9709389075732,208.57845506478333,103.22864023869371,54.4288198737474
2021-11-23,108.22223578013019,78.05747102431171,87.4984692145977,73.37699729368404,86.63712904661796,95.47163262983646,73.79003749552292,87.89177066467188,88.65323195393083,93.39316483532465,74.4218334112722,92.13895084297148,285.2611339421752,82.98676411669608,86.57357728316667,2164.3486742527216,130.4732476101999,77.93551944046851,90.05739724866932,220.62874108657257,103.28273661440234,74.75756826044594
2021-11-24,121.63838911919726,86.82132746770323,83.62767769050475,80.90241201318528,88.54711216647607,107.40184976956834,90.18914602538842,82.88197117515922,75.01430410042806,96.49881039115893,79.27178247451779,90.11061230188648,269.1333860601533,79.30432804908807,87.61259190457753,2196.48955000786,95.58947104722371,70.77113966321626,91.04968538842394,208.62082139248523,100.86572699308876,75.59717781959188
2021-11-25,84.56566579659139,81.95593052788493,80.70152296726765,76.19402213344078,85.69802153785376,84.85206772292172,69.68258543721514,77.87918524666813,78.00675692192121,90.26752650350336,75.40020293225567,80.88234841145821,249.63973783450894,76.54228068918763,84.46850664277731,5769.938057157469,40.7142771287493,66.27224456514524,77.17971302071923,210.9539581208331,78.94922525216431,69.10097108801075
2021-11-26,132.0576853005264,79.02345684223168,76.79853451205808,72.4295746382247,79.99124022615756,80.86014946514578,71.74889898601613,73.90031524077247,77.07973158678826,80.9289888212561,61.86862632197775,76.80284420531176,223.6652471871533,82.07771386162297,79.27430436660855,7488.41348800332,48.47945949647717,61.796326668677395,79.17243349363315,222.127570417805,76.52315892250415,58.52653916397549
2021-11-27,154.81771047396236,79.01846109173594,79.69918269768702,78.07242112693677,80.95177925327819,108.71747659639763,82.00424099278982,78.88198594696439,70.6523176686204,87.15374451280583,66.68400065145701,72.72173678950219,281.960689909884,77.47159823076575,81.38043307251837,6592.006680011385,135.6080723599945,65.37874709531397,84.12861223818308,246.38356834036526,67.99993362409666,52.83606593266173
2021-11-28,179.77803831307807,77.86840937494429,77.94617592653586,80.56644679084516,87.79465136545457,95.48081174305197,95.19515465008419,94.92187050393949,82.13220045764443,83.00885617247403,71.22812538231058,85.12322093167631,298.23190849243633,79.32504725820691,84.48197775627601,4988.828293908374,29.011355032389734,71.149100896368,88.24281965619451,252.6935406445842,91.04730772249043,60.97379021924807
2021-11-29,115.44948192129539,94.35129059991363,85.45789356553082,81.67739587579152,86.9584423542329,103.34631187906245,99.8268400361528,90.01581106605197,73.89068608931613,92.5673784842818,93.14779142734555,97.7392580779703,263.31778304851355,90.68191592518342,93.42103207731881,4269.70760458704,92.37012413120571,85.84665482186111,96.36960273776285,253.90778925205524,111.68785688959105,58.51296171094297
2021-11-30,116.15800672324922,85.53117230962111,84.49991849611928,90.87512149648089,89.93812156138306,132.48873444443038,81.21712059978418,82.53888986782432,76.18200224535731,89.40898210047352,86.49524562786397,91.66084710220976,267.17421763726725,94.01511374237921,85.61472036451654,4007.10647235593,98.91061744636939,67.50388550124512,96.8010100122653,207.98718957606673,105.64114872797978,55.27735788646366
2021-12-01,243.71079448971972,96.08292052413488,82.57189377707458,78.92650280900656,88.85296412434266,91.96705021110334,81.20777342395209,89.48876801647937,76.86836491531368,93.78465162367252,69.98900123012494,94.29848729407642,259.8281536224247,86.52600583465633,85.66917530033132,3555.312732577444,145.68190599475537,75.62542520991586,92.95692259864414,205.64902874826907,110.51134899384394,61.78708992477393
2021-12-02,161.4562670522823,92.3992340735771,85.68338063277533,81.51766719526388,86.12771700984862,115.78936277742929,84.696894409858,85.66188761615977,77.75917288924535,94.13573930838358,85.56377861853075,98.06332460145174,305.3745034613355,87.79056071657571,87.58269674061073,3792.0629922694025,118.34117714928428,67.66343108692307,89.11631127420955,243.68141855987113,111.72749391327281,58.55489717445229
2021-12-03,110.71983485607713,88.3025002734624,77.1334448489449,79.92013653025978,84.91470024825253,110.16574181034733,79.70483411025252,77.74551914403055,73.83780403264933,91.9775383774607,75.08584299831548,86.45626889224278,293.49822721686706,79.94220506062805,84.84153792082155,3592.1467823142793,90.60327557211559,72.25405049876494,93.81444586548156,259.8596057076693,94.74616669017276,64.25096193668396
