date,/g/11bytn80mf,/m/01j6t0,/m/0ddwt,/m/029ggh,/m/0j5fv,/m/02656gy,/m/06gx48m,/m/0dl9s3k,/m/013677,/m/02bft,/m/0cnmb,/m/0k_9,/m/0m7pl,/m/01cdt5,/m/033mg5,/g/11qm6vy88k,/m/03l19k,/m/079p0q,/m/02np4v,/m/05sfr2,/m/03x69g,/m/04c_jpd
2021-08-16,114.67642685636743,90.08101222872176,90.45869989095037,89.45908829166324,100.62433331754731,112.00246810866078,110.96595558274733,95.94510953196318,102.0785131657931,98.08623044938119,92.96015414604459,95.86418170651314,352.8285813014523,106.75934327906297,100.72146254701164,2284.3933195215736,40.67219586491059,84.36809176413487,99.99582436261846,266.4018826134646,88.14811962965008,52.59333335205141
2021-08-17,105.34190234575352,101.07700911744459,94.82347147763574,93.55880927956552,100.35677679712602,104.5205669609435,113.32241671290856,94.50142355518223,98.09779753468791,88.31204596335294,88.35892976882565,97.59099167680837,371.20598961073443,112.33896040980372,102.56179021455664,2284.1296225149013,61.0413811829226,99.79441353326911,103.1119202134482,251.36175479877068,94.1741698616986,61.34665885903167
2021-08-18,97.32326426220554,105.23030405702181,99.8982724648734,90.53352685906488,105.89606978009304,108.97333749676568,102.35783777966945,93.48279864816917,104.63183431708148,88.31657009807878,87.82458737494446,103.74660811853171,385.98513052624054,103.36927643759165,97.63842186882316,2253.131359867408,73.22167009870176,85.96192006239056,104.1894011059025,258.10904281558527,92.19477693689004,62.195889371863856
2021-08-19,65.83892054703499,103.01067519490474,94.43039894760709,89.68519725577355,101.57631425451082,131.4346515013745,112.0297481983102,91.02451843462055,106.84341053858725,92.58669723747175,73.4875197383266,96.67465855211955,375.25358250742573,104.79812740202226,102.46923827290345,2473.3938318324936,92.30963436531987,90.1122562785956,106.38566061159224,266.3465900004308,96.22145917395912,69.19749493068217
2021-08-20,118.28977223361655,97.97024114338736,94.87139257721772,85.46333388458474,101.95906827556743,105.6095164884453,126.39692212038611,92.4499896546555,105.70249691773635,82.90052307285548,78.09371069941183,96.57563571720577,385.2865567782702,99.07754530899231,102.18718768638968,2315.4556103665273,61.55559983614068,98.76904258041304,101.01986263947423,284.3444967848909,88.18452741901721,59.54926060778279
2021-08-21,91.63230206628413,96.8965971789468,87.47147125394422,85.39020132326877,103.86998359371539,108.06022699724318,97.34282317533166,89.95904646071159,93.74323891821453,84.56767678753563,59.52676678203189,84.03393986914774,355.30695670185816,94.34074654277407,93.99949647038497,1966.285499258445,39.16126541088721,88.91872649874577,97.80439660690352,287.90303530296075,66.15583727042551,67.41965376664648
2021-08-22,116.19437041260105,100.07176044790782,89.47723824245554,93.68946454786007,108.24167206082913,110.21926172866736,112.23642941300733,100.09060637464964,105.27136674372433,91.30819561624214,65.85954403478615,91.12160807664257,393.66874238837164,99.92758202732053,100.74338615877876,2092.178418424871,111.81131241876358,81.91077631117606,100.99630046682627,316.4035764421117,71.18047695448476,64.78291717829465
2021-08-23,122.16662565339362,94.4512643670585,96.91979677515319,84.39651687193884,103.36499195781658,132.9097716597717,128.87661500577775,86.94380241500902,101.99224504419661,92.02233230880634,88.24902211889675,98.85689107266215,375.5185402149501,108.96404526459656,113.12510381399471,2632.8913590641832,31.07542059306137,81.75670768744533,108.83447337543285,302.5485660576326,91.22447266732021,67.40805806559709
2021-08-24,101.51917029427125,119.2576410621885,82.52900890844646,93.66317587870708,101.46688318984019,135.86455618561777,121.23860149985998,99.21685549111594,103.57273074540977,101.11729153563147,67.07342800733086,102.21079493423575,355.2904350316476,105.18625745459234,103.49352972464851,2763.451052923417,91.38426935443644,118.03227126186695,111.42203619191915,256.2932859962979,114.80057625353763,83.18223943922877
2021-08-25,87.60016258405432,102.93287914119689,97.86139697490407,91.80994812263306,103.67721795027848,134.20829663154876,109.87030583089722,90.59987009335747,100.87579826302571,87.96815855917342,98.5716876304923,101.0806314950833,338.548548537022,104.12457235212769,96.50448281005367,2471.6619311810837,66.43795332200105,86.16347272216214,100.97221007211569,291.45516510093444,91.83194063661773,70.04781921572199
2021-08-26,83.2346781865231,99.59781043820692,89.91693020239721,92.85004847314228,102.36395885488253,116.28633672981825,106.57203239960644,82.46890651138457,97.00181363396558,86.95138859076943,78.90071993633177,101.11340466870786,328.2657099441061,104.91430262571319,98.67512674892325,2440.4783585241616,19.56152154417889,90.02557023103101,100.97957719212742,252.06485248658745,81.49835367371995,61.318918777682505
2021-08-27,40.88031292217129,90.54558970076658,91.88801023904482,95.65130716371279,96.97515939115452,119.19961742417269,103.02448437778027,86.5267717454206,95.94280233634775,85.33184778255651,71.96142380315419,89.78033000180237,350.27033913733396,98.54441211372401,87.21584699482355,2255.855298887836,78.34099630072329,83.08883048047251,102.07535240540683,273.75726899488984,82.63351211065576,65.68132484000083
2021-08-28,73.38640158276263,95.28161468581297,89.90171456126245,91.4444456453213,102.36531084714811,94.09772113653274,111.09998316673472,88.56738866924637,99.20758030000373,79.41087684777966,52.23029283858852,86.59581134705874,323.36413889974784,92.9031820915467,112.40733584863128,1938.6474406122095,39.341534568574616,85.39041491808094,100.94721205224342,240.0693562953623,67.72529654854614,55.168561184241426
2021-08-29,59.858367177155294,88.13791714924959,83.01459776104501,102.98022288975291,101.4956239881438,103.0513852500029,102.12193876523666,90.03755232975502,102.51319570757256,87.37136832236477,73.03984127155582,86.72075233828167,299.6286400739349,88.45809363820945,101.85354490423619,1964.3591197113938,61.157298540254864,75.01023220758027,102.1042837103651,261.2361141968084,70.02388685357433,56.04098189272447
2021-08-30,117.82984773600985,96.45541374168715,91.0230049534349,99.27944899539025,103.4713462098991,128.1185704977623,121.2344678539524,96.78191371834052,98.14577665106522,93.11723234949402,82.77544939493953,96.43258934380935,351.4271854282066,107.44973156049852,99.46045472198587,2160.118034511589,79.91600946754787,75.58611676947852,108.83793326980438,261.7760469221257,92.9838986153742,69.18909426890195
2021-08-31,93.12567997519234,97.86574991380883,98.66495089165062,91.87823097412007,101.19830884773393,117.70234643445943,118.64283019453082,86.03393576691157,96.00249675778794,93.27940739214466,74.90240551814851,100.58478504109063,326.44476179136143,101.47461954496688,91.90357216137184,1990.8781227357404,56.017984427413026,88.69224726452892,99.84514680439723,212.94480455231655,96.40962765491165,58.698368174632215
2021-09-01,78.087847962578,96.35714091866437,88.04199422533374,86.58565065011472,98.13302141999856,107.43226933979852,107.15634055835324,93.70031612855401,87.85020292819247,94.30162838439044,72.81874810178124,98.36347655262333,318.2742627222269,96.30626397081839,95.17155163167895,2308.812596908323,91.74564773951336,79.25782329246633,99.83382685854366,225.22240716805703,100.98775796659959,62.21085075832883
2021-09-02,84.66966685889203,95.58006729580684,93.0630422002741,97.11746483406928,96.0485416276931,125.08491708065951,107.25421230968288,78.40769690917466,91.68625078503065,87.28329321269668,80.72328719251406,96.24052062241097,287.51421527426146,94.61620022990591,88.61525731898593,2568.661134144756,97.05030781830737,86.56415205195061,97.57334058817749,243.4911970388838,99.82084272340155,65.71627361706827
2021-09-03,103.5370958580619,90.85143975894373,83.99301797674939,87.62784830400408,94.20412127409433,107.30909514130988,101.83289003498655,78.01262430784725,93.89658905301604,79.09655122205014,74.78243412621218,89.8224783501174,271.22782662835795,93.40042230656651,101.06918656229288,2019.6517932660859,59.25233653809742,89.98591978178266,100.91980676817165,246.26423996076556,89.51897870705949,54.3263106161789
2021-09-04,47.335975982010126,92.02630249915595,86.60528934831662,91.48319274881067,102.50429641330143,97.47502903000789,109.99279860250205,92.18563616107369,93.25451153027444,86.44093888892503,63.037106262302466,77.37104087589469,339.80255527611115,87.33150747851315,96.79497788354354,2048.656243767863,47.089904443778714,79.13094262367896,105.9588591567834,249.52792900335916,68.87445282355692,55.650427933627405
2021-09-05,112.2120916452732,98.79591536288184,85.96545331956263,93.55444010757373,103.12613127059088,92.60719912098978,111.22203970254151,97.22267850958127,92.7383855526456,88.7532801691507,76.78021422006424,93.81075031151518,330.8932136908756,92.22819599447105,96.81060729833774,2019.1656614791534,77.99509505529112,83.112613306565,99.74853718847987,261.8122996181943,72.31165031445083,54.80096898646443
2021-09-06,75.45469805381309,100.0485781946119,85.71226437879237,99.72836198561274,93.20442085972688,124.37098537969983,97.40370064404564,84.25114377257846,97.65855027936297,90.4962145766239,75.83779071671513,95.44729207839472,318.1415748459561,95.10605600450029,97.84261153310321,2218.644083308052,60.47591565554286,89.42451711220554,101.63154942101325,280.44911036595454,84.9340905785492,57.37539630962422
2021-09-07,80.39245531455842,101.94434085368303,96.94567829575152,84.09918548227171,97.37132189063554,123.42061752970551,107.31070699691864,88.25410777298615,93.80424641661715,91.63050247624392,68.20641805977048,97.93464598392657,285.8287365697866,100.70249291575841,97.72569599332274,2380.639392107298,88.81638267542871,84.6886571974073,102.08652738618315,262.4051307536303,95.25407955911591,59.0680407974364
2021-09-08,104.57038124413735,98.06165155656367,88.94348324108306,87.18773915513572,97.50361440034912,112.00910652727553,103.29592909791901,88.28162020188796,99.3059479296398,96.21859511830115,90.8960534299105,98.920037366765,281.5702404743725,98.48352027464507,101.18085648170518,2159.7056695774763,125.82240956088894,88.15701822251056,99.37226261208444,205.56160504257193,94.10002063090326,59.029771872470214
2021-09-09,124.64823254101618,100.16116772723717,92.67838877701128,96.54731512745728,90.96792684667686,129.6799344199713,102.51513580856874,87.23626106378498,93.63256526494024,92.183927326551,84.47846985296799,100.74416495522455,257.58841090109297,97.34722699508576,92.44686917583994,2305.747737269124,73.07052708944762,79.92403814907026,102.73883850045871,268.6863938827438,104.42832764871538,55.75109569573545
2021-09-10,59.25846576366972,89.70839632017099,87.97707898267544,84.58570509849885,93.14302997772643,124.60299068442947,90.25370157239247,82.14946262135463,100.16891753984429,93.11694928259556,76.69254282135648,92.72086473231195,269.2619864868289,96.75957655468306,92.38667301383929,1871.902073879218,64.25879912144018,77.34429356836182,100.92846562565747,231.54629297065614,105.5606593124734,50.71711903128776
2021-09-11,115.97466924459383,95.15211181336326,82.96393442810196,92.44571308414216,94.24019442291926,125.90089958735774,92.90184395161039,89.15503634482154,91.6518460018426,85.15199228696721,68.8148942863861,77.09801492537443,311.66624175265713,95.27341805481059,95.65986046759198,1670.2362607004734,45.941759711589256,68.2337859241042,94.18731192463366,268.2618554217894,72.29725968876744,49.88601007351127
2021-09-12,125.40127676287646,101.17569380080853,86.67425494640237,97.63798997348016,103.93532547981317,102.98528628727509,100.66519230298411,93.13514982165535,104.40922523484356,94.00410220633337,71.01013543562635,89.12308651062506,311.3340591104355,91.9398496767006,97.86929382896358,2019.1097857196683,51.81540297109139,84.55418768898693,105.4350881453139,256.01276537671316,78.02868066877956,51.56261203127147
2021-09-13,103.14113670804646,101.50058087514789,94.08136516100004,87.65847818894227,100.72737136135225,113.59638315341783,92.86234166044245,90.20166337725139,99.0424040307616,104.54931651384291,96.02340223448921,104.81266547749965,308.6916596271281,100.21782330383385,101.42555642624214,2130.0580442706882,41.64256383387687,81.21878588165828,102.62362898265152,240.7683060017239,104.38904198600645,57.38553255139936
2021-09-14,76.22263545453178,102.88797699464942,86.06144501063672,92.28108195510902,94.23227378881148,123.53386473762026,94.16379095041606,92.2824028439626,91.59268030898399,95.25586368844345,81.14619234361328,98.65493485213106,281.30624727088224,93.50296614859658,89.90148771360694,2318.3703046135206,81.00002900194507,89.12389006720593,100.3667272256335,212.33730203144037,100.95503559921697,49.89373359465399
2021-09-15,67.72435474563994,97.56685662378082,91.07337857845647,85.09544323601456,96.44781447724979,120.89370511802126,86.7524191175284,88.26300684026754,93.81756049947107,96.34077954405225,90.30111930705054,98.80072846886034,242.32517563300954,98.52722993028043,95.25317521889812,1996.543430570238,36.316816823388635,75.57202135264026,93.69497867681835,193.70721799675945,108.98131153080112,64.86896650162221
2021-09-16,124.59440262459414,91.0084486618884,86.25399365053259,89.18541744046115,94.14724270323013,114.10033882808193,84.46632377320707,82.23862388156044,91.69136088982788,97.57340081782095,99.21168965876669,100.6817858681731,277.32198981171933,94.24681510016546,88.89594989835206,2235.504849482142,33.304974889443685,90.1831970421108,100.53240723285526,244.69656543407774,106.66948741376048,61.5486293344426
2021-09-17,113.35701247991675,96.91242246055617,85.25464726771537,81.00130279984681,92.99770900495511,122.32052182403703,88.32228051998095,90.27039194806986,89.66535713956341,95.25086832953967,76.42678011246113,94.45447178558479,257.97336049631474,83.42183291031773,100.19628300037391,1954.8517344457057,57.57908597953901,81.20291640858359,95.93869988224823,199.86550728057,124.47863134919163,49.06841207380587
2021-09-18,135.17643098787067,96.83090650708749,78.32403213378423,87.17731997923282,92.1615385450904,108.53372617367033,75.5014444325288,94.01946905980017,88.60405534119754,92.40733648647414,57.467358065574516,85.6324684151281,270.1501241699493,84.52325854462244,93.2593738732944,1676.3618558251028,53.447715627132766,77.83287417148706,91.4924186127979,212.41487435536462,72.20330409433029,64.85045372711143
2021-09-19,100.0312142206507,97.47363843381575,85.07383000121908,87.66536841063522,97.6259695874929,101.99800615434683,80.38130204881674,95.03105629332065,90.39117364284152,88.84875341063518,69.31357492121477,91.83721707615541,245.74105877442466,86.58917203254919,91.58717793644456,1859.1732432444796,0.0,83.57020029149368,90.46047947325586,223.84320724052986,75.93068395888744,53.20851365664951
2021-09-20,89.97005255746944,96.41284798172197,93.00769741489175,94.755669487573,94.34499564461652,106.7823769081126,85.48602466606482,93.44593117393799,95.60654175041962,95.06698792488599,82.16333633497149,99.08833810750515,238.28174166983743,96.39181705675519,101.38932176140241,2109.5105938573383,53.78407731276208,77.61871194046009,98.33779801645467,202.67656713716636,103.36744235992776,53.21041721242232
2021-09-21,99.25138043882636,96.59290212987811,91.03034161332941,84.75533168581575,94.2977598126499,144.17990166631853,90.83193854261965,87.52212104372103,92.45202168975038,100.40516109938665,85.02181238534874,103.30741829299717,251.91684553134937,96.33589709285535,91.74558321571463,2108.007038534702,92.53652621064413,79.95290222269472,97.206247984179,201.589369473425,115.80720365657872,57.36554541300805
2021-09-22,91.31206230287431,97.27801197211771,84.12528507094765,84.76091504717117,89.94100794669411,115.28932079124401,100.85469344493269,86.8152008708429,95.05647271823375,96.19723920829075,86.18770165606578,101.22227731671758,226.96678660783422,86.55616659746207,94.05503113716658,1895.4253559838064,81.64748077147213,86.04855498976004,97.78156220181025,216.13303432289985,108.32771247196224,59.595225690087716
2021-09-23,160.2219483587228,98.66909893449022,87.66551290634615,83.4000190127783,90.04415877257965,110.81459208346237,95.6754800789876,81.14113363937895,96.08063538934834,100.13481356664671,88.63991726660798,97.41110260136458,199.12919722607649,88.71222547233755,95.20734036551576,1895.2877950222437,76.29823158806347,85.31654237925909,92.91316777179993,163.59120196459205,103.30910904258015,57.27527317807939
2021-09-24,89.27320473372906,90.65626400556633,81.64701551411977,87.45830959333715,92.07765826324614,105.36530066025155,95.6800565320675,77.2515441898821,81.94606548344625,96.0836707641714,63.227213285865076,84.89345730878209,223.5866458364936,85.94568704624086,91.72157838612937,1702.6198582607005,103.70773083150009,81.60838412506513,86.38165823221118,180.55972662654108,94.57150368374293,53.82798335636867
2021-09-25,118.44861294094618,90.7328856719101,82.69655199841898,83.38869478466871,96.41609802794994,103.65086945982401,84.64050697286989,80.16935884835121,85.08705866096557,85.64650964688846,59.30788496701228,79.62482666900766,296.9232006349809,82.73148575995245,90.81840246904234,1495.9680565170097,55.063369610576586,76.17868626899684,92.91091757830976,201.25127511843675,77.13347352811715,54.53479387878803
2021-09-26,146.6181233465482,89.60498265701713,82.72149074381589,93.56095864182322,93.28308339847078,106.57079448159222,81.84036044482382,91.91625540937197,86.12304236674139,101.31825879762258,71.16204140302567,87.83087825998925,230.67746176566973,86.97558090994175,93.23235544970956,1392.6896917399454,70.19450814341309,77.10999057701055,91.77927636279064,214.95963358119656,80.84232937933525,45.56237997686137
2021-09-27,158.78155391560765,81.5033500768215,85.7371487278098,91.89202359121388,97.48148667505367,114.90470791995467,95.40966743494062,83.08057545775797,92.40412361887455,95.1628726335497,94.60549098404937,99.3612547153882,258.8768633252294,85.92470099043152,97.62501088126675,2012.441195603044,61.188168018013116,85.45850680003504,96.11411216941858,187.27856084932182,108.18353564747405,55.91305506532875
2021-09-28,128.98459918968317,89.81648954411558,88.68213454258648,83.81413704223473,92.46330944227581,88.43779479280552,97.78402618745878,87.02076196793314,93.4730602589566,91.86090204656968,86.8436909491514,96.35754209762936,261.33117059128097,90.79545062543795,92.972829306654,1934.4369584621274,264.5046333417561,86.24653721493291,97.97879558054741,229.14921500951897,115.60112365061568,56.4344752003873
2021-09-29,112.73520042867464,92.81288255058286,82.53849470719744,91.76533262461633,92.2679330912142,94.03543984856142,88.22846410978231,76.26567384810942,89.25771534411292,96.83088996648411,90.71427415495768,95.28314260740702,264.77608393044295,84.72469701824103,94.51609550250151,2012.5621623029288,148.46761508556511,83.53227852260717,90.56634278793845,212.55711063134538,110.65128856490479,50.539571276160125
2021-09-30,139.71164328091962,93.84119905125732,87.37054692295462,92.68462544743888,88.14324060781367,124.53250886883917,86.73764859554409,81.09803886539083,90.32087510166664,97.83046475347336,82.88474355908399,97.2421117825485,223.19316376386783,88.70921178462653,91.34222606662965,2037.9702695253313,120.70115768438983,69.93296706752264,93.7376728427589,170.71439044064383,114.36964165306227,58.420658230696496
2021-10-01,112.64224496592718,94.85901517446247,83.52233686744071,80.77747575989395,85.23072395054898,101.03351792619628,72.47172225201979,74.25027141051335,84.0090695054769,90.81891122778865,64.36356429145083,83.79271125298706,212.82487960798213,83.64129067484117,92.46221449042267,1638.763765044433,143.63106342469632,64.45150507629734,93.75219610742279,181.98225256836025,99.43868443499669,59.34649084386392
2021-10-02,138.07130194322255,101.22759119556284,78.68302958536084,84.68503807875162,89.34729645656566,102.13638284042102,82.17626551943263,77.25344243637414,88.22997678543891,84.86182888069273,56.62114731001879,79.55899700635975,277.7856866359966,77.6043394508556,89.09562556713159,1492.2833152509859,73.43832918317587,75.91700798521452,90.53105659982478,195.56260719860674,73.3353226278447,55.44998122483703
2021-10-03,120.29000580303183,100.17656770196474,79.68111728398691,87.60842167673124,93.35848219210528,102.103931131548,95.10837874177463,91.87699394044493,90.30196193645227,86.88657417514378,65.42256161977564,92.16789169034469,247.7521023211985,85.67938658481208,89.1313869904493,1661.5171336956178,121.62901235327897,70.41865340759729,86.28663214287556,178.63007381913195,80.8234945738601,55.4428224138088
2021-10-04,80.8503148337081,94.93461613057818,80.6700813952677,75.79489716286297,89.1391069773214,100.92087312345696,87.85156686986835,91.43038765435487,86.12535337842665,92.07780059413722,92.86020739391877,94.21715127787057,244.96848414906506,91.78029147616084,85.89907087303925,1759.5280086272617,56.794214205457266,81.25038078724805,95.88725418322016,181.69867421075847,114.38544122259376,50.87659752312287
2021-10-05,116.02606678769627,95.20321078792824,82.53887908673109,81.46926658244399,85.16966888748212,112.8013596338526,74.15629701526039,91.49055208544492,91.41228482579069,97.35609837809746,80.1312603524445,96.28082558703714,199.09401364180584,92.7783783652579,89.85572179046375,2052.9542311214122,59.12170431240176,78.51185488411751,93.70685477917044,164.7244903392065,116.85290951102061,56.095542234587604
2021-10-06,118.63537134390805,104.44038945888714,91.92815655722123,96.20543774384332,90.26980900039874,104.29336334789186,86.50164843969043,86.83790035418625,91.40214193303375,105.88242731555717,90.93556771718562,99.40169873035448,208.74589933365604,88.01196743402758,89.98747104355925,2063.987914340223,49.346453371320756,86.70323925336976,94.74073212188188,207.3217002598226,133.2727829120224,59.99591760142055
2021-10-07,110.34245202334125,88.90721881688256,83.52248032940551,86.42921071644007,90.33455620430446,109.70296563488543,81.19038439474863,83.08569216802103,86.09875463269636,92.32551745888955,81.24934742671546,97.1972713298451,237.02517833483873,82.02682799976962,88.77592410389369,1877.6388007722667,59.26804317091199,74.06955190534916,94.76409741328816,149.86259308807868,133.40933860505226,56.74599180856124
2021-10-08,133.29979130031612,89.7851639268661,80.08085826729761,82.49153053974018,90.48660542261965,112.288078824877,84.9333358935909,77.5296761811369,80.84314774280304,95.35025172686979,66.61169159360988,90.76355666088953,231.11416763123327,82.07667769615496,92.27035617609856,1830.9679644485948,44.38366710875445,73.02685956098469,88.35940725939855,176.13964874322133,125.38889454678171,56.73467415234222
2021-10-09,107.93185896602213,91.95050509045997,81.93464446272526,85.39700304641934,88.47872048867958,90.51434984019461,80.95943814896431,74.6983866925578,85.02977783345963,86.7309164646643,68.6527644524044,83.51363269403139,228.0645221960628,83.99328157326197,91.20615064824129,1599.364746953079,44.471381866251775,70.2377739974274,88.36582870402762,200.49059895321363,106.70742004205468,50.290909863120746
2021-10-10,43.7854974700011,92.91837167163197,84.6925188750325,87.35414413536957,96.64789383987528,104.35392832769288,84.96705449701173,85.88755650186943,84.00360490012815,92.60886909467915,66.5019815597017,85.73905433507944,234.8345692126454,80.95410060528275,94.53907942347216,1599.3190920881434,82.069619456139,83.0008289504323,91.54238443129162,156.23330172545488,273.46758229151715,54.799791044540235
2021-10-11,108.53715923936147,93.82134248308893,86.5286393626823,88.66004130201378,93.78186858487507,116.92251167957954,81.85571032487404,90.56301074133316,94.57378966389939,107.99662596874298,78.04820713427407,99.31461417518092,220.7435704728046,88.98400018143263,92.33940608414848,2016.4407319480993,54.16844312477639,74.04170082617823,93.4162972140697,150.81856226058886,183.32864161206024,54.79885256438284
2021-10-12,16.72767297381009,89.53683616342362,87.3480517641731,82.91130197320395,88.72905775900585,100.39035117359077,96.0728380130218,84.9732820246864,93.04829771188052,95.89790667555505,89.53158234619823,100.77876417211031,257.626265802961,88.32205546622775,97.2624362316652,1993.3390393053219,59.90709560500154,78.55804388366501,94.61874518890781,189.1346138741236,150.47238453019497,66.29907364403661
2021-10-13,101.33719169309305,95.7896822692697,84.63419141572753,83.88416032122808,90.67001187975261,104.52307119607062,97.66388524884655,89.67968070811553,94.11637787435545,96.03177140609837,91.71810792541714,95.7944021990741,231.0614851774784,82.48614263681272,99.22441398150012,1789.1873552961151,127.08346231761207,73.89368180653031,94.66437693423168,204.36735386546064,128.59782480200573,69.41940993746297
2021-10-14,116.76172642524045,92.74515920967201,87.39401471589693,79.02245767591427,91.53265865215056,115.48266199578788,90.68134401713789,84.99324834877949,93.14242692260841,96.02073540117145,81.94343434209651,100.92845448016514,234.14441755319322,88.0340669406771,94.19164636857731,1743.7813289955052,59.575379400636194,82.8348672734921,92.62687062782314,129.61526206966832,120.40766766049917,60.40762192638481
2021-10-15,49.44680026768023,90.98367204147392,85.59399860123102,81.92780783014385,90.51613827017368,104.57235561830946,83.11300100003194,81.32013656587756,83.68463329015736,95.71337239149466,82.74463851393278,90.70859544431023,231.13013300752118,84.21234758532538,92.3607506267679,1618.7227857119187,133.0190402600253,75.67390106843183,86.27638591904928,185.18504820820695,93.04401638040814,48.5911443325619
2021-10-16,93.40473291492131,94.0593825163947,87.44711008293335,87.70950205781389,92.45182359924084,97.61644544125467,96.02661805019817,85.64580255476002,84.720070706867,89.24013899992032,62.81670748767958,84.57123240670023,213.432384109571,78.39863065921502,93.14717310948666,1362.7169130549053,94.92901857564354,66.91380835898994,92.16372506988893,183.29065215065444,84.80147537879,63.17841576270226
2021-10-17,125.29866891985557,91.79554071277835,89.28476470706306,86.76445901599817,90.63807808307378,92.31508310547754,64.91127404800844,94.0858060393076,89.51089559452363,97.76065712064582,69.50432389181516,90.72133632358702,216.29939975616898,84.1946037085913,93.21255535443497,1683.057130870894,98.56366158241205,79.86478504480678,89.24553965261103,199.03169413603365,95.69170286706486,65.27589092620063
2021-10-18,119.41860900750225,84.47923798498456,88.34971789523954,79.98643939421622,88.90121940688645,125.3201359019327,85.41874672993303,86.46415988470469,91.34782433415164,95.74292634701422,86.73315869592881,96.7550575838663,227.95662608252107,89.98399624116226,90.29388312619203,1853.2904407644448,54.95665990606935,71.2513604479581,94.10336591971605,176.09964931633195,109.25023341851963,54.84347805397171
2021-10-19,192.71863281790922,87.52319771781491,88.1074594910921,81.84295113495274,90.83574871196116,120.09309574769863,88.20952544646619,80.78310796002442,90.73111940456992,107.72784456718854,91.52856418918248,97.70696757169446,213.1078434891393,85.12702311728917,91.99149450682724,1746.76192785436,67.56097767898021,73.03709696182406,94.0585623903049,171.33894717501596,114.7293350652745,56.90881685445494
2021-10-20,159.53983261612873,89.65118529810489,90.854763171148,84.79794180983212,87.78590850809528,110.23470986787345,87.24028500497197,81.71697906165403,95.51340858248543,95.59100005571442,79.09632267658202,99.65248012391886,215.8713266590611,81.96990151571727,91.96466153150372,1714.732970801729,137.48732378918393,70.81421249615423,95.03104814198593,178.02663488610557,106.49863691855347,61.05537134852973
2021-10-21,160.7062090837403,97.179797072865,88.11297004276267,81.9412338546858,89.79775422477039,106.39072089046364,70.47739399757054,84.4874351491129,83.0810293753926,89.19688882742082,83.81265642340217,96.876701937138,233.64103784009967,87.56132559335029,87.11185152965761,1693.5773885623817,114.07805092265643,88.51090544573871,90.0366412446111,171.13420257421146,111.89143139634581,58.9517493966713
2021-10-22,77.84120643110825,85.70392678574059,80.75466088711845,79.03234180493953,85.88508649442042,90.20640313696752,73.39388298872379,80.75115092782077,82.07829246893229,94.5637301669996,83.81045378435262,86.7682811783872,231.14452312631332,83.79595725916938,90.1088361413396,1631.7651634502172,80.33077915692053,75.25113930920344,91.9960604291697,182.57083324212124,95.53007375483578,67.28642740727018
2021-10-23,110.35111114981527,82.54310125121177,79.83787797061363,81.93205256207379,89.81106160960596,103.25120972207895,73.37297076854749,90.16902092603837,87.80973682833648,87.02713951570522,57.13149858843521,79.70094206878699,325.6098467044018,80.99304557279717,89.13133669926638,1590.15654865322,90.52374679026944,78.78683825969519,85.13619145353928,189.32020989626298,76.45144672018553,52.011150140174585
2021-10-24,60.97516482510857,84.60333866409302,81.7015952773969,78.05985197714644,88.81005515159364,125.91761842918295,76.29149381924579,89.21650001163373,86.85014587331031,93.48548768941976,92.39999204304506,82.45854622101264,240.93333139253116,81.92836017730336,85.17974684205869,1383.3413299243684,59.35003926763675,78.78507954391156,89.99675410823127,171.05646116869656,79.15662749918448,58.2619926229017
2021-10-25,107.68831974738771,83.56618802880503,86.28777150790883,80.94842533857397,89.76630010952213,129.80653469946955,80.21502446350564,91.09889953433233,93.52208712562668,105.2939139448371,81.933160344956,101.78895099470202,234.43930472016194,88.43108044625696,82.2042951146466,1528.308651868467,102.89268268754822,82.32234131795516,93.916000372801,166.47917763825342,106.50048015268068,64.51516374512026
2021-10-26,203.44118392822742,97.14457295270174,87.93650311928356,79.97404444847419,89.32715968610049,116.80122775363057,87.0774732667727,87.36109066836539,90.60060936021509,96.71514861277845,79.72885927564664,98.71292631305641,247.51837805148372,80.97458734544564,96.08498309683543,1693.2559323974674,79.64435836910317,78.765682530137,90.97293944775332,177.87253388607797,106.53696347040905,55.50670592866129
2021-10-27,87.55654608124635,97.14519577094492,95.59122776614147,85.75581502582025,86.4371128988955,107.7084933864436,80.23031829744173,90.19173704754519,97.42187574194983,94.58623455211738,87.15627614775156,98.72459789812045,240.97878665691593,83.780501544942,90.1464381780534,1920.633670140063,80.06801520799976,86.71628993490236,92.5262858798114,164.4620697970952,114.70107846573643,70.52573956406208
2021-10-28,112.17260466494281,91.8905305415696,88.92373600592256,81.89432813367506,88.3555984068,98.6019664607432,75.33300690015339,87.36642216012483,83.79517932173731,90.28369464544537,92.72493759744427,97.72097478921737,234.53654393698278,91.22714566045309,91.12297558069268,1755.7688791291666,126.31238312736377,81.42544047775252,91.57428999864831,156.7561338650711,109.18868784058526,62.778457590828175
2021-10-29,65.28085572869563,76.23136237996022,86.9985708355587,80.92485895629378,83.56083573271607,80.43884635938475,89.0061780798166,74.20439663923449,80.88148947895245,90.2829321546462,76.94972285472275,84.50271244036261,218.3037656286129,83.77073622283618,90.12476319308414,1632.031293381481,47.25320753428457,75.22951563098077,85.87356939705575,165.0229733398574,95.54838997299879,47.96923650149982
