date,Aching Muscle Pain,Fatigue,Insomnia,Palpitations,Headache,Clouding of consciousness,Chest Tightness,Hip pain,Myalgia,Major depressive disorder,Sleep disorder,Anxiety,Anosmia,Shortness of breath,Dizziness,Long Covid,Lightheadedness,Chest pain,Ageusia,Mental health,Hypochondriasis
3/2/2023,600.4320606,89.16774583,92.98936229,92.6151589,92.48342582,123.4737264,68.27872111,85.50315162,94.87125791,89.0323804,85.4308291,126.018804,89.7999203,83.87181722,92.30416277,1906.270411,78.93004231,87.91228805,78.38025291,132.13915,63.0904823
4/2/2023,543.7569307,89.28090513,86.12287128,87.08831187,94.54927739,130.0784392,62.20362551,93.67490015,91.93434283,81.55953312,72.85519744,109.3630937,92.34238768,79.38812237,91.41656178,1851.19743,76.30182516,96.8233219,92.11735061,85.59605939,67.22776198
5/2/2023,489.5647066,92.12227446,90.66789518,93.09511698,99.91574024,129.0273497,83.37805482,98.76648493,97.98606174,88.07430908,76.3651277,107.7539666,92.29262426,85.59052967,100.7416844,2031.725186,69.25524799,93.58018901,89.57775474,94.6251356,52.27521477
6/2/2023,427.5714715,97.15592056,102.170048,93.24502611,97.77128401,143.1751174,78.07844502,94.73629869,96.54005021,95.60533984,84.40895225,116.2140207,85.61491796,87.36894577,96.55776299,2165.756758,79.74788153,98.94029952,95.35337035,145.711023,68.04203048
7/2/2023,502.8794582,109.2026715,99.73397635,90.25914524,96.83048692,133.7871347,71.44750435,93.75561533,94.55768846,86.87503533,85.60434462,126.150912,97.93436396,85.5535924,96.46562274,1913.480498,79.6221185,98.64089718,87.87648322,145.7241016,66.39145648
8/2/2023,542.8464764,95.03051759,96.25757503,93.2421827,95.82133735,135.3619374,71.04610813,92.734709,92.56596745,81.48071844,84.45343359,124.4264102,92.50943881,84.64668085,94.65451511,1944.487991,86.60754961,96.63108922,77.08818825,148.6779445,67.21572599
9/2/2023,538.3071925,98.34391482,88.54151784,87.3130229,91.75122933,134.3266239,90.28236682,83.60001248,91.58423818,93.36029576,82.22429873,129.2556589,88.23930094,84.66265286,98.77952056,1916.248219,79.62695216,92.61652216,91.96930411,142.6664544,65.55212444
10/2/2023,473.595961,94.01004019,87.18923983,91.36553426,90.67222023,118.3779251,76.81328215,85.6744634,90.60266828,87.35598488,59.39943234,174.5022893,102.7752092,81.11364115,93.82144354,1742.388136,71.79515889,91.62956393,105.8436182,124.6696155,68.0432737
11/2/2023,475.9772975,85.29500925,88.19885582,86.27691663,98.83269014,118.2973079,82.14408464,83.53282381,89.60122066,85.08413557,67.33677846,101.0918281,81.42084435,77.53761283,99.88236587,1694.270568,73.40628554,90.60853665,88.57210803,84.12182569,60.59450178
12/2/2023,540.6259127,92.99176198,85.09333707,90.26163681,98.87942473,99.50548115,71.46774045,99.72139008,103.1874274,85.38233273,70.89001508,106.3231924,87.41573886,82.04338137,98.6485906,1866.959782,88.52413657,94.93039612,104.1445052,87.0927046,60.61166567
13/2/2023,519.1340477,96.32543251,91.38861398,94.06787454,95.8685157,100.9106333,83.30861945,91.66367647,99.81016553,85.62431979,82.37273566,113.3125194,82.19277277,91.25546007,97.11132284,1830.560711,77.88865559,91.85375285,93.60678379,133.6727691,63.92811414
14/2/2023,530.3603962,95.26801742,89.22221145,88.59186533,90.7460862,131.3373143,71.52398015,85.58815223,106.1286882,88.62995012,75.52134228,122.0221523,109.0214118,85.77417066,93.96052823,2115.099091,83.20240776,88.59326076,76.512414,132.1279066,59.77802924
15/2/2023,643.4199509,98.15591125,94.37801426,86.72606779,99.81859856,125.6621628,84.15860933,89.6469211,94.97028418,98.85724813,80.14779195,125.4186342,106.3081243,90.43077721,95.75205491,2535.570803,85.08525786,93.59530293,88.33670721,136.6166699,59.79671919
16/2/2023,511.7098162,102.3465158,89.2226515,92.381421,101.8603656,167.0022646,79.57624447,91.69650236,99.18065454,102.2658998,82.37072551,141.4866151,84.93559006,84.91672944,93.68766512,2240.682153,80.65323746,95.58771776,69.59823274,142.6137498,58.13162009
17/2/2023,480.9170268,94.13381863,88.2238627,86.74535437,96.77978002,155.1938304,81.30228111,84.71356822,101.1123352,92.0448947,81.23070953,129.2341996,109.2080793,87.68521156,100.821814,2380.898285,80.87404329,97.69236892,90.62085044,118.5757676,62.27517223
18/2/2023,516.5518749,92.27128957,87.17870364,90.02522607,99.52528111,91.8454635,78.46313849,85.68244179,100.310758,79.77369782,68.61903639,117.0952288,85.34617975,79.43035302,94.8834173,2051.236406,89.84911812,87.39320468,89.66857665,81.05990999,72.23556722
19/2/2023,486.7145788,100.0204543,89.21188574,95.68205531,110.6358098,131.8206009,73.94270279,97.59524178,98.34146317,91.98208828,68.59956901,111.7696061,65.36771916,82.16167423,98.85015855,2316.148555,86.25561305,100.742878,80.47874902,90.08555827,62.26915003
20/2/2023,526.3134082,106.6776409,93.33159369,93.85847803,102.9065832,150.139841,75.73595513,101.6328494,101.6977719,98.22575068,91.45912718,132.7076997,90.7282811,87.6698317,99.60819456,2652.267006,83.55367419,100.7259554,79.43175954,121.6462897,73.05408274
21/2/2023,421.7945278,105.2480634,91.26956462,95.77276427,97.36232264,170.8766448,80.25039025,99.60938087,99.03820463,99.244356,85.7472854,127.4373979,89.39672056,89.50847412,93.55515452,2350.451189,89.83336988,99.66766187,78.32061959,141.164384,69.7333893
22/2/2023,523.572938,103.2675997,97.40631334,90.99314257,99.59424129,131.7764712,82.06448476,90.46750027,96.62013298,93.42557386,85.73280075,144.8560391,110.7996989,91.31394387,100.5757402,2082.219411,88.91913093,96.51616291,94.16091056,147.1688233,66.4263649
23/2/2023,488.702249,101.2126562,99.47563948,89.06410796,100.7144554,141.7991553,70.33644841,90.47161914,99.46760062,103.7908829,76.57895494,141.4010947,93.47434977,89.46332923,99.67417788,2108.232581,76.35905825,96.0045048,95.22785775,136.6793586,63.93684362
24/2/2023,549.1478258,91.44264467,92.30236837,89.05111729,98.48533495,131.4679224,89.26824338,82.34259055,95.31409914,85.09928043,78.8620363,141.3935923,81.66906207,81.22271883,103.8440077,1973.1203,78.16210043,93.00766073,102.6605635,132.1384604,73.07214687
25/2/2023,507.685623,91.49320797,89.24435644,94.79554989,97.3986678,123.2527951,78.46184375,96.5783502,101.5962703,81.98186718,71.99414022,122.2200726,91.79058604,78.49094379,99.7100811,2024.105837,77.26295131,87.95002285,60.31658908,96.0928069,61.42573155
26/2/2023,533.1818605,89.51956952,91.28407443,95.72927207,101.805344,129.9152507,64.03352533,98.60553846,98.70620581,88.22011296,65.14222074,118.7359469,116.9703374,83.3603449,98.68999809,2227.940973,84.43265915,88.89278181,94.22395459,103.6038991,61.44077455
27/2/2023,547.3004913,105.3555167,100.4279283,88.38680144,106.5200575,143.6676336,72.06956737,95.51522157,98.20732048,101.6619115,94.80607732,153.5760869,188.6202155,92.57396283,100.7509887,2405.619678,80.80449846,97.03429511,113.4993715,145.6597939,72.22118615
28/2/2023,592.049034,105.3344312,101.4690435,91.25761303,101.0028632,135.2496585,71.17686889,85.35002061,94.37199974,99.59878173,94.97856556,136.1034807,107.4760056,86.97290545,97.66063745,2193.552744,79.01533611,95.11808709,90.72879754,144.1231115,70.10523384
1/3/2023,602.8901096,98.9493579,93.86863999,82.61248183,96.5542765,128.5205223,73.00129326,88.39226252,93.78597134,96.467184,74.05389379,132.6210248,113.1241923,85.11227521,97.67813975,2086.993674,72.73971389,88.02108497,71.4334094,152.5517024,74.22433948
2/3/2023,554.9965496,97.19485406,90.81544996,85.50331094,95.42814838,123.2085614,76.60541597,84.355409,92.16436631,93.36374615,77.85962132,137.8855885,82.93530148,81.40072945,91.46684497,1928.15792,72.74191454,88.92187791,72.55060183,143.4405658,63.1068745
3/3/2023,491.6402262,97.34687879,89.79857972,86.46051063,93.20023738,153.7946253,66.71710898,89.43081794,90.5237953,95.43330987,79.75468734,134.3637538,99.89285164,83.26149493,96.68067489,2058.533378,77.23735164,88.95715709,75.92943167,134.2658343,63.10105284
4/3/2023,547.5874083,82.25102297,87.78744806,91.28381177,95.4455006,123.0200564,72.13568524,95.52288355,93.45901184,79.87919154,64.56387478,106.4325157,86.6569623,80.49686062,88.37150043,1846.228686,78.13911575,89.89480092,101.9861749,90.03369363,68.29801874
5/3/2023,582.4469475,98.24937747,89.77742992,91.03054903,99.83768843,126.1781928,69.40294763,100.5543707,104.897872,80.89349177,73.11816122,115.1168261,96.07493778,82.23081455,100.8111252,2023.720013,81.45100804,89.8994978,77.04633306,91.5543179,61.62737159
6/3/2023,609.9058503,102.8363291,91.82251143,97.91474759,103.1627309,138.3218286,82.03726134,96.51830166,102.4101252,102.6757889,89.24442141,143.0421721,101.7269821,96.72356938,94.57771217,2386.614596,79.65856173,95.9732621,78.14142121,146.4858576,69.07304139
7/3/2023,579.0812653,113.0545794,94.80398119,92.0318757,98.72002787,139.8540338,75.7388677,89.39797957,106.6131154,95.40911837,87.34886844,139.5064764,94.15822018,83.17142639,96.65986393,2359.144967,84.18124514,93.92036113,83.79677391,149.5658954,60.16945591
8/3/2023,621.6476647,106.9789059,91.75126543,82.23520516,99.85774387,139.8892615,73.92752064,86.34061708,106.6684374,95.41841373,75.00125434,118.5604327,92.27472546,87.99043094,97.70622908,2416.652022,72.41505396,89.79041249,86.03749163,151.121153,66.12848767
9/3/2023,599.833116,101.5658446,86.64013536,93.97449919,93.18654762,141.7588901,79.34388294,86.29913784,100.5434156,92.28320639,90.1929696,160.4558624,101.6812758,83.17125257,97.7037732,2283.514782,82.38195903,90.80670951,90.56127332,146.520172,76.33361226
10/3/2023,649.6690148,99.34328693,81.54816285,88.09420102,90.97932127,109.0628342,66.99959134,85.27116875,99.5337824,83.98679459,77.86334552,132.5434036,92.27606349,86.08856986,90.07480486,2365.852553,81.4780916,87.94808319,89.38151259,128.2307212,72.52067097
11/3/2023,571.8172194,91.34479645,86.7008617,85.21318616,95.42883986,117.6740835,62.32238459,95.487723,97.48701962,87.12488622,74.11646796,102.4798496,103.6037434,85.16101021,130.551611,2166.972454,81.49957813,88.03097744,87.14017635,93.13342481,57.27281963
12/3/2023,576.6341559,99.3462385,89.74342426,92.06620474,103.193507,124.197155,92.39977448,94.4623765,97.58260626,85.08589341,76.02204964,107.3354885,96.05106922,85.19396079,100.5007452,2271.536606,76.96970009,96.06541376,97.31356909,96.18088158,59.55431275
13/3/2023,481.4701441,101.7783556,96.23897712,88.84275807,99.29947663,125.2675636,79.15289196,91.58287166,102.4977828,90.03778699,79.80204817,141.1139351,89.1206812,96.12131022,94.6892066,2118.172347,90.58033697,90.1479992,83.92491482,141.9771113,73.28486332
14/3/2023,479.2822546,111.9294764,100.9309375,88.3962626,97.2338006,136.9145107,73.64797915,85.7914395,104.5936514,90.49981147,84.19774104,145.4124729,103.736119,94.16532019,103.2912189,2336.842315,88.43096121,94.98288352,70.78146367,148.1100754,62.60432568
15/3/2023,631.6581216,104.9520536,93.17082571,89.83341944,97.27924424,142.0048911,75.69367658,86.19429823,98.53371633,95.57355453,84.62723055,137.8309671,107.3172175,89.79266263,100.3079543,2347.224952,69.17262593,91.92858806,99.98107825,151.1928716,75.57295543
16/3/2023,587.0745614,109.6825198,98.22061221,84.9573827,95.97187386,126.707407,66.86822791,89.18198992,99.58751006,87.66739723,78.97560622,131.7398417,99.95088322,85.90880303,100.3235804,2265.368711,77.14514856,95.34569755,81.39675155,145.0575432,67.92895691
17/3/2023,534.6452246,99.43428652,91.00955769,84.53154538,95.58972332,109.6540996,64.94923253,86.12479163,96.35414799,89.43143774,82.87822264,130.1672391,90.94979166,83.97921461,101.4135625,2083.458833,93.85001035,94.31192435,81.03560741,129.7684148,74.02923864
18/3/2023,820.3171909,91.18103958,84.22412512,83.85642329,98.59102145,106.3856676,69.70287211,92.9381179,93.88088392,83.45898564,59.29415445,112.350335,95.16995918,82.14551381,99.03377908,2009.955464,74.86928012,83.2499402,92.91703719,83.98053639,58.77574854
19/3/2023,447.5669503,93.23688604,96.6553652,89.62585342,99.60614073,121.7935343,79.56859837,102.9487447,99.11863407,84.73441713,71.60072399,98.98529156,106.6195026,86.93194768,96.49626364,2219.900213,69.96958151,90.40472211,90.32461892,99.2438901,67.1815461
20/3/2023,526.7455123,111.1912445,107.6696708,88.8140595,97.95369276,129.6159663,93.33762798,107.9960064,104.815483,94.8292933,83.67583744,138.5968263,102.9168085,90.69704691,105.921521,2330.490816,82.64865594,102.0526865,87.661205,151.1559204,67.19426456
21/3/2023,477.5940425,107.6905132,103.2897798,85.91241504,101.124455,162.9948224,82.30800019,86.04740329,94.93054074,91.62663449,87.58447169,131.1428405,78.81877038,85.80855391,100.0771296,2098.792198,83.73519181,93.1019138,95.55712954,153.2476417,67.17723293
22/3/2023,483.615742,108.5183151,97.51774734,84.8792918,100.9044884,164.8331082,77.34239869,94.49850206,108.8105505,94.65314528,82.65529053,143.2309604,97.86879672,90.20464481,95.7704069,2170.144035,85.34448987,92.94980559,95.51915631,148.6435643,70.22113827
23/3/2023,581.4634389,101.5973965,98.47929748,93.24075949,106.2704864,153.1117246,73.74153467,90.53586415,102.2902635,99.4273651,90.58531873,137.499075,107.222167,88.25994179,93.53149161,2365.968417,88.94546841,91.13008437,84.79911052,148.6414833,74.79990905
24/3/2023,564.0639326,99.18137745,96.34100373,87.83886013,100.0117785,140.5726421,64.57389245,92.66846823,101.3006633,88.64673765,81.93179618,118.8184726,97.90633997,86.74445236,100.1915339,2291.58096,83.48537665,91.9819869,78.76906225,134.8395187,67.93724113
25/3/2023,509.1154317,87.41560611,83.54997314,91.33481331,98.88703679,130.9972725,65.64713861,96.62395885,101.2863401,82.05837152,63.74425445,100.0402007,103.9110558,80.98628642,109.1272532,1873.190706,82.81676511,89.05027109,95.99814676,85.79851348,57.25630086
26/3/2023,616.1338278,97.86169023,93.07199712,95.56746648,103.195685,127.629216,77.74222167,101.7003643,99.05871696,87.92617384,66.55021071,110.9724724,101.8170353,85.35237817,102.3579192,2241.764426,82.34302761,92.01977661,73.39481526,101.1357845,63.35058401
27/3/2023,476.4547173,108.6141328,101.7740723,91.06473047,102.2176737,161.2836645,73.92312318,109.3038908,105.8436753,98.2183627,83.87539521,132.7931884,99.92941898,93.54359821,100.1589481,2097.914289,92.1150574,98.00114369,95.35787977,150.1224337,73.25668019
28/3/2023,691.4417014,106.0925417,97.3878104,92.93786055,101.0396612,145.6221339,68.51162081,100.584678,103.7806895,95.02989822,94.44613975,118.6310069,103.1967354,87.75757461,90.08259433,2021.703725,79.43095667,97.04541467,77.14287859,165.2667594,69.45054716
29/3/2023,523.6909011,108.4519164,97.43079658,88.17196478,101.0409754,136.5569988,70.46133126,91.83542632,95.10346561,95.99915073,81.90913949,113.891722,113.3696785,91.60827602,99.01883127,2115.566518,88.94078569,96.05323586,98.14693207,160.295177,64.11173563
30/3/2023,459.0766462,104.8231287,91.01886713,90.081296,93.49019283,177.1233948,73.11227118,87.42909822,99.44282021,94.72894064,85.72646168,123.3536389,89.53673263,86.74177376,98.98558509,1918.696523,79.48352087,94.1142429,93.92582561,147.0570193,76.31647898
31/3/2023,450.1030645,89.84759982,87.25534683,88.25972132,94.55917945,171.7598163,79.52830327,87.38031004,91.8566712,81.01598274,80.12015485,109.1488304,94.10767417,84.83348173,89.47601266,1823.618341,75.22316445,87.22197785,94.89870239,127.2389624,60.29803407
1/4/2023,477.980637,86.72683075,82.30981099,81.94824758,89.9993121,123.5368991,76.8930585,86.32974035,90.73226067,78.21140128,60.33559135,88.75706299,89.45560647,72.70234013,91.25673637,1799.208012,74.31029651,87.23060808,70.07683857,79.30896815,62.59665547
2/4/2023,334.987525,95.987289,89.07845135,87.23499548,94.71353254,129.936148,75.93616523,92.53720005,96.13693873,83.94397111,72.64736535,107.5859156,102.654048,82.88755299,98.4699512,1991.426033,74.53519891,92.19819198,97.71417179,89.25208459,65.6639937
3/4/2023,575.2770292,101.8732745,94.41815577,89.43484833,95.87045384,139.454453,72.22028249,97.51707379,95.66601447,92.34205863,80.1765825,115.779269,86.33216301,91.10653642,91.12265694,1800.073851,82.86033228,91.21822104,95.64338809,143.8506985,67.96319001
4/4/2023,565.4055049,103.0112309,89.06899094,85.5988714,96.88246504,132.0463966,68.48633078,89.25368938,93.45712635,89.25333736,83.99345523,126.3971653,85.21804362,89.14251271,98.0517588,1823.506869,83.76282868,92.18242436,91.7934172,138.9129729,64.89698656
5/4/2023,706.2678984,98.36299101,90.81342961,87.21912838,95.80395152,140.8710954,69.32628187,84.28489359,95.97368811,84.5238347,70.0736836,106.0066167,92.37842827,86.2415108,96.76106985,1987.85064,75.44068862,92.19097201,95.34835289,132.327054,62.61193799
6/4/2023,613.4761708,99.06044019,88.02347297,87.7158418,95.78716719,131.4922134,84.25973657,84.84432921,101.3269084,80.42085397,79.11491463,106.5461299,88.9081924,82.37179583,96.73243689,1919.900202,83.79572613,91.17873967,76.03195911,122.4328305,61.06945845
7/4/2023,605.5615716,91.72767589,86.96108315,88.34302676,94.80274257,120.9805243,66.75382265,90.9197878,100.2264417,80.48289961,66.79025115,108.7453908,78.30986118,81.40863297,96.99159224,1821.602836,67.26125165,86.11520669,91.57987193,99.24735347,64.57185515
8/4/2023,626.1342759,89.07149263,101.6775021,88.42593413,90.11401924,119.143217,73.07360733,90.76668127,89.16402393,77.54947941,59.70623389,101.0338521,96.06894808,78.50657145,96.67347921,1895.374482,77.38300756,88.06441566,110.2013664,86.03320249,66.86420395
9/4/2023,584.4832998,93.96445961,92.3755632,91.03143505,95.86124105,102.1361545,66.66088584,96.11194708,93.70879444,80.51989801,68.07057254,93.60188247,92.54520514,82.28857883,84.75695884,1527.274566,71.98069148,88.29632709,93.76292899,86.01720839,56.21662892
10/4/2023,689.2062006,104.2204204,103.9264833,92.58941067,98.1138908,129.4679049,90.73577587,112.1049496,97.87128869,91.26786164,74.94829547,112.9129582,102.7089498,91.11002532,100.0747481,1818.121238,77.28687489,91.03979285,88.44775724,143.9006236,63.83096701
11/4/2023,542.3427943,104.5372123,103.1820709,93.57682067,99.01998114,122.7764268,87.03995136,95.41546298,104.4904168,97.3397896,79.01362773,113.8844007,100.1120319,87.99225741,96.85009391,1918.455855,80.09958631,91.27253068,91.94830729,143.9103599,69.13886679
12/4/2023,487.870367,104.6055924,98.84843081,87.58538391,94.81149985,138.4937972,83.54645002,91.10867655,100.1041507,95.45783199,84.56432681,109.3410796,97.60354857,86.60982293,92.22823311,1867.170938,80.92540202,92.07004221,67.60454707,143.9366916,66.08830048
13/4/2023,571.5264552,103.5080072,99.8931693,95.98298257,96.01146558,145.1627679,66.71725099,96.67992082,104.5150305,88.58822108,87.80646991,114.6424714,101.4059889,82.83231479,95.31275239,1913.599573,67.09699679,88.14830007,88.41221914,139.0064892,69.89931294
14/4/2023,540.9441055,95.16894959,92.26218927,96.96849578,96.51886838,134.8628814,81.71581898,89.54035739,104.9799373,84.54413768,76.31480786,104.6900822,86.92570777,88.71914354,91.91151044,1934.986267,86.03665465,84.92761728,88.52250361,122.4250912,64.57034827
15/4/2023,492.4729082,94.88825861,86.48956121,89.37602699,98.57801587,115.4148456,65.68880247,95.95856765,96.60612707,79.95662482,61.70350474,96.41032818,91.67109075,81.41203823,106.759968,1605.384825,70.79565994,86.02070914,97.42215259,89.31928433,59.24293747
16/4/2023,591.9161399,89.22443078,92.00860836,87.39498081,99.33060257,123.9728197,84.54304254,97.45954039,102.0758715,85.51256566,69.56429831,104.1171351,109.3041752,85.16259157,86.48344366,1722.594999,79.62732286,85.09443106,88.99047034,94.22945449,66.06686454
17/4/2023,588.3164127,101.2697009,103.0338304,93.31483517,99.32076192,151.278664,71.39201743,102.5961159,97.3764083,94.46439926,83.18421717,121.9625511,81.96171607,91.68185078,95.29604493,1978.164576,80.46129814,99.48044857,102.0782485,147.1272877,64.56186944
18/4/2023,521.394688,107.7557824,94.022016,89.28055832,99.01397758,138.1360004,79.59638847,95.64277876,102.7909184,88.13563446,77.09769536,125.6387223,103.034517,88.87698704,95.0690425,1966.664402,71.33753914,90.13428686,85.69218122,150.4663973,69.89371105
19/4/2023,602.3690546,111.6401562,102.5549456,87.35617496,100.1423709,148.4493047,81.07498018,95.70967778,104.1508963,89.3744433,79.91362915,121.3516419,111.4092681,85.94218573,104.614154,2059.377943,75.83897515,92.1385729,101.3603571,148.8310901,68.39007716
20/4/2023,631.8828881,99.62439248,86.75404979,84.68914297,91.47949469,126.0331311,75.61911888,86.58991521,96.30262089,79.54198607,83.80692271,110.1164289,103.2178776,82.13908987,94.25214094,1901.390709,74.07495373,86.20044629,77.12274763,142.2227747,62.30105038
21/4/2023,451.3583838,90.4293198,93.16901348,88.32044051,86.73374668,129.3417517,67.02099593,95.47646262,97.15184942,91.81293378,70.53706609,110.9336899,73.51697774,79.32170571,94.54511125,1590.000577,79.62879883,85.0627366,79.34764706,123.9876257,61.55347276
22/4/2023,545.172414,92.95761892,87.90956879,90.65703636,93.06054948,122.3608572,64.80178491,97.05025634,104.6295485,83.43204768,65.83146859,95.27091114,94.92246756,76.72066764,90.31438726,1720.440844,80.14181368,87.00730298,91.05144087,87.63454898,59.26418633
23/4/2023,556.2968804,93.96902088,85.67500107,89.28521276,99.54121443,118.7986428,73.45739331,102.2040137,100.3639113,88.24387001,72.66356239,103.1179238,104.7348126,85.12145862,90.07554385,1917.98521,76.28028358,90.04100131,105.5875834,92.60201644,56.9750979
24/4/2023,527.9210259,104.1808672,99.60767483,89.60700483,99.36781186,158.6091239,70.53811678,108.783907,101.5163588,90.72157045,79.32746322,118.7805338,106.0560778,94.63951975,96.0739009,2215.388666,81.11041576,96.18893345,85.65919651,153.7710226,75.98641988
25/4/2023,649.4633198,108.3755603,95.68468166,89.69045619,96.69202639,145.4419317,84.38890449,104.0767582,106.1530885,94.15196583,87.79775541,112.3458334,93.41904088,89.91266822,91.88201499,2059.765581,67.35293015,90.08011848,80.97869743,147.16915,72.17615278
26/4/2023,539.5615213,113.1151092,101.9088408,93.12047478,97.6167561,140.1809488,70.72117259,90.78940868,104.9412225,92.74965649,92.11195971,114.9664976,100.661358,86.10269966,93.03862236,2047.937446,83.39420701,96.01819237,78.3186414,152.0797528,75.20297222
27/4/2023,599.3559516,103.9916673,95.84942988,89.64865492,92.53811814,132.2943758,55.36394368,92.99284228,98.51100822,87.74945175,82.01466579,112.6304333,86.28982261,85.72820811,100.6416273,1877.132623,80.04448135,87.65642837,80.81933587,144.200633,67.89365065
28/4/2023,498.5102828,89.27169357,88.72842545,83.37623922,89.55640154,132.1482816,74.79378534,97.33359187,93.18614732,115.5879532,70.92819387,124.8773046,84.15428968,84.15094949,92.11513606,1699.116603,78.52747477,89.14070773,64.92411976,128.8667561,62.22615488
29/4/2023,509.9477321,85.25203207,90.84571065,88.18738463,94.55236417,117.1083509,82.35113598,96.0726266,94.17516988,88.39030478,64.50689892,93.71792939,87.61256772,77.1601714,97.59714974,1444.266698,74.09089139,85.24437896,98.06486758,84.37925941,57.66104968
30/4/2023,436.995563,88.51956465,91.9294366,85.22279462,93.60252971,115.7905006,71.3184124,94.943233,94.14904053,82.90607265,66.36885703,100.1547767,96.96276154,72.80678787,96.62738745,1585.390973,70.88547525,88.79119505,88.06177219,92.06937808,56.88982713
1/5/2023,553.5239264,99.13692985,94.84951258,87.91340711,92.08121949,129.0452475,80.32979072,106.2665299,98.73328414,97.41672606,67.35618128,123.0936846,102.2206047,89.75645639,102.1535657,1668.325388,69.54791968,95.81190495,102.7454944,148.3493097,60.60017004
2/5/2023,528.0522471,102.3873369,104.8407381,83.87358239,94.75337169,132.368989,67.97126974,96.78869494,94.48253529,93.09627239,94.3682785,109.6442543,85.10462143,94.58430432,92.31322047,1796.171527,71.78730876,92.56894145,85.35125677,156.2488441,68.19303953
3/5/2023,542.8290785,105.7772235,100.7272143,88.93574089,90.09180594,130.9756252,72.96129672,95.52319293,95.35497736,92.20023629,74.00993899,115.238306,91.23916586,88.66465568,96.64816786,1819.441208,76.27221892,94.26286924,77.7275905,157.6854256,63.00417672
4/5/2023,595.6642013,103.761544,100.4565704,82.90334847,99.33810775,135.8732936,74.56178235,91.0221536,104.7930505,88.71912882,71.67128179,118.0547878,91.72721288,85.32410649,99.31490747,1739.152096,81.35184606,88.49268003,90.19205284,150.4925443,68.28552709
5/5/2023,604.3393835,103.0547807,91.97392731,90.51862263,93.34580842,125.4256884,62.99367362,92.39256856,100.4868144,87.42027226,72.4296786,110.529394,83.78025469,81.13375299,90.72837672,1867.152437,74.93728022,88.07149288,77.95781472,135.6713313,66.90317335
6/5/2023,554.9561308,96.31675278,83.91540231,83.8806597,91.713308,106.8741635,72.79249428,86.33160871,96.77431623,83.30022112,63.809594,101.6107822,91.43742454,73.95333005,92.40464132,1527.069591,81.06724109,84.62073584,88.97419962,98.82202466,56.39775562
7/5/2023,586.8322863,94.80938418,89.42744017,91.37486913,98.6352918,112.7280896,85.4611086,94.08710904,96.21334976,94.88382207,63.21864252,105.7630167,92.23824999,81.73765379,96.79873079,1665.187562,78.57709048,82.33330109,86.4750812,104.0964242,57.42415608
8/5/2023,520.8797116,102.2437495,105.244919,102.5054568,103.5776622,125.2059495,102.9649138,100.8154668,99.98698419,103.0507825,84.0228623,126.032786,114.7363039,84.87939789,100.8648515,1977.287923,73.92584951,93.83354454,80.38556037,164.8527733,67.28159163
9/5/2023,571.1512839,107.3065465,93.6139411,93.42797522,91.17892166,132.9287266,104.4117558,94.46769376,105.395412,109.3181846,82.89014737,126.072807,100.8813193,83.87342872,104.4841072,1936.844395,77.69719858,90.38146509,95.60002326,168.9681059,64.60485028
10/5/2023,608.8007747,103.3535206,93.00958554,91.01646336,98.45910118,145.5394542,102.5992179,99.47021793,102.2969,116.1289079,77.5047053,104.7102643,95.89392362,87.64145355,93.90453927,1837.360367,79.87589284,83.07732638,90.15786761,166.4351015,66.60564171
11/5/2023,593.5975718,109.4495186,89.72770627,88.18261356,91.71239481,134.8911697,74.33959996,94.16463088,98.03109115,110.3529115,82.96938892,103.4224642,84.13377255,84.64875474,96.106123,2077.415631,79.16103359,90.12873262,70.73586549,141.4214132,63.9134521
12/5/2023,534.0138103,95.16361729,81.17164908,84.20722756,90.80647914,131.0450992,63.62694019,82.7970087,94.53703169,100.9606359,74.70768799,99.85633795,89.22918744,78.48121965,88.50937642,1757.236246,79.00383255,89.95716271,77.32178864,138.3947377,63.65269864
13/5/2023,459.5095796,94.55367842,82.74934897,87.24015336,90.46729439,103.0643947,69.60200448,88.45878602,101.0603465,100.5831668,60.33029526,108.5209528,88.80521214,74.72832609,99.1653166,1457.012454,73.79735508,79.96729132,81.08809318,86.73806391,55.28889791
14/5/2023,418.6954551,96.53849714,82.00506568,81.27542707,89.62694396,115.9515012,57.82893385,89.84022611,96.09432908,102.2252508,67.17297117,101.5868949,74.6938853,79.08257097,90.25574593,1664.369464,74.21338468,83.42146298,79.92225287,98.952017,57.83636966
15/5/2023,475.8734125,102.0493952,95.2445383,88.43458293,91.98343533,135.7505761,68.42021027,93.75899867,101.9082685,105.8376828,80.65071286,118.8121272,79.54091529,89.05976065,96.66222538,2003.349831,85.51498446,91.37011444,93.27733369,158.8779515,69.50361981
16/5/2023,470.8031443,114.5902732,93.32964547,83.18094486,91.81402307,137.5786239,66.29507979,88.17489939,105.8578264,103.96009,77.81107492,130.4338905,79.96163326,75.75175416,104.2157004,1920.712511,78.68202801,88.04106189,96.5381136,169.7041486,66.70387797
17/5/2023,584.0766655,116.7868465,99.85556293,88.72739181,92.0868188,130.3080421,64.71414853,90.48755902,102.02259,93.58807185,87.6576721,119.0271495,89.00012781,91.75846507,99.88889012,1835.472381,82.72595149,102.0163306,82.84394077,167.2619683,58.75627492
